Player,Season,Round,AF
Blake Hardwick,2022,Round 5,65
Josh Ward,2022,Round 5,58
Mitchell Lewis,2022,Round 5,80
Connor MacDonald,2022,Round 5,49
Luke Breust,2022,Round 5,65
Jaeger O'Meara,2022,Round 5,49
Sam Frost,2022,Round 5,56
James Worpel,2022,Round 5,65
Liam Shiels,2022,Round 5,70
Jack Gunston,2022,Round 5,78
Conor Nash,2022,Round 5,40
Tom Phillips,2022,Round 5,39
Jacob Koschitzke,2022,Round 5,37
Denver Grainger-Barras,2022,Round 5,23
Ned Reeves,2022,Round 5,16
Thomas Stewart,2022,Round 5,95
Joel Selwood,2022,Round 5,111
Mitchell Duncan,2022,Round 5,79
Isaac Smith,2022,Round 5,91
Zach Tuohy,2022,Round 5,76
Cameron Guthrie,2022,Round 5,69
Brandan Parfitt,2022,Round 5,79
Patrick Dangerfield,2022,Round 5,70
Tom Atkins,2022,Round 5,71
Gryan Miers,2022,Round 5,70
Tyson Stengle,2022,Round 5,80
Max Holmes,2022,Round 5,49
Jeremy Cameron,2022,Round 5,78
Rhys Stanley,2022,Round 5,69
Mark Blicavs,2022,Round 5,98
Luke Dahlhaus,2022,Round 5,18
Mark O'Connor,2022,Round 5,50
Bradley Close,2022,Round 5,44
Tom Hawkins,2022,Round 5,71
Sam De Koning,2022,Round 5,33
Jed Bews,2022,Round 5,34
Jack Henry,2022,Round 5,32
Jake Kolodjashnij,2022,Round 5,23
Joshua Kelly,2022,Round 6,104
Tom Green,2022,Round 6,91
Adam Kennedy,2022,Round 6,94
Isaac Cumming,2022,Round 6,76
Callan Ward,2022,Round 6,113
Stephen Coniglio,2022,Round 6,79
Nick Haynes,2022,Round 6,91
Lachie Whitfield,2022,Round 6,96
Tim Taranto,2022,Round 6,65
Harry Perryman,2022,Round 6,76
Finn Callaghan,2022,Round 6,54
Toby Greene,2022,Round 6,56
Connor Idun,2022,Round 6,49
Braydon Preuss,2022,Round 6,105
Lachlan Ash,2022,Round 6,44
Sam Taylor,2022,Round 6,61
Tanner Bruhn,2022,Round 6,45
Harrison Himmelberg,2022,Round 6,62
Matthew Flynn,2022,Round 6,91
Ian Hill,2022,Round 6,32
Lachlan Keeffe,2022,Round 6,18
Jake Stein,2022,Round 6,17
Jack Steele,2022,Round 6,110
Jack Sinclair,2022,Round 6,84
Sebastian Ross,2022,Round 6,90
Brad Crouch,2022,Round 6,87
Josh Battle,2022,Round 6,103
Jade Gresham,2022,Round 6,97
Jack Higgins,2022,Round 6,116
Daniel McKenzie,2022,Round 6,59
Rowan Marshall,2022,Round 6,88
Ben Long,2022,Round 6,70
Ben Paton,2022,Round 6,46
Callum Wilkie,2022,Round 6,62
Tim Membrey,2022,Round 6,48
Dougal Howard,2022,Round 6,57
Max King,2022,Round 6,66
Nasiah Wanganeen-Milera,2022,Round 6,43
Bradley Hill,2022,Round 6,32
Jimmy Webster,2022,Round 6,53
Mason Wood,2022,Round 6,39
Marcus Windhager,2022,Round 6,61
Daniel Butler,2022,Round 6,36
Jarrod Lienert,2022,Round 6,26
Jack Hayes,2022,Round 6,18
Thomas Liberatore,2022,Round 6,127
Bailey Dale,2022,Round 6,126
Bailey Smith,2022,Round 6,92
Josh Dunkley,2022,Round 6,138
Jackson Macrae,2022,Round 6,88
Adam Treloar,2022,Round 6,88
Caleb Daniel,2022,Round 6,77
Taylor Duryea,2022,Round 6,73
Marcus Bontempelli,2022,Round 6,73
Ryan Gardner,2022,Round 6,72
Stefan Martin,2022,Round 6,72
Anthony Scott,2022,Round 6,49
Bailey Williams,2022,Round 6,47
Ed Richards,2022,Round 6,46
Josh Schache,2022,Round 6,66
Robbie McComb,2022,Round 6,53
Tim O'Brien,2022,Round 6,60
Cody Weightman,2022,Round 6,43
Lachlan McNeil,2022,Round 6,42
Aaron Naughton,2022,Round 6,66
Zaine Cordy,2022,Round 6,43
Jamarra Ugle-Hagan,2022,Round 6,44
Ben Keays,2022,Round 6,102
Rory Laird,2022,Round 6,110
Billy Frampton,2022,Round 6,98
Matt Crouch,2022,Round 6,83
Taylor Walker,2022,Round 6,91
Lachlan Sholl,2022,Round 6,82
Brodie Smith,2022,Round 6,74
Jordan Dawson,2022,Round 6,82
Chayce Jones,2022,Round 6,71
Reilly O'Brien,2022,Round 6,121
Lachlan Murphy,2022,Round 6,69
Sam Berry,2022,Round 6,54
Luke Brown,2022,Round 6,49
Tom Doedee,2022,Round 6,61
Jackson Hately,2022,Round 6,39
Shane McAdam,2022,Round 6,70
Ned McHenry,2022,Round 6,57
Brayden Cook,2022,Round 6,38
Jordon Butts,2022,Round 6,49
Josh Rachele,2022,Round 6,40
Elliott Himmelberg,2022,Round 6,38
Lachlan Gollant,2022,Round 6,39
Travis Boak,2022,Round 6,117
Oliver Wines,2022,Round 6,118
Dan Houston,2022,Round 6,134
Connor Rozee,2022,Round 6,119
Willem Drew,2022,Round 6,110
Karl Amon,2022,Round 6,97
Darcy Byrne-Jones,2022,Round 6,66
Jeremy Finlayson,2022,Round 6,116
Ryan Burton,2022,Round 6,65
Riley Bonner,2022,Round 6,80
Sam Powell-Pepper,2022,Round 6,111
Kane Farrell,2022,Round 6,73
Mitch Georgiades,2022,Round 6,80
Todd Marshall,2022,Round 6,137
Trent Dumont,2022,Round 6,47
Thomas Jonas,2022,Round 6,49
Sam Hayes,2022,Round 6,77
Zak Butters,2022,Round 6,34
Steven Motlop,2022,Round 6,61
Tom Clurey,2022,Round 6,46
Aliir Aliir,2022,Round 6,33
Lachlan Jones,2022,Round 6,17
Robbie Gray,2022,Round 6,21
Alex Witherden,2022,Round 6,117
Tim Kelly,2022,Round 6,113
Shannon Hurn,2022,Round 6,108
Luke Shuey,2022,Round 6,83
Patrick Naish,2022,Round 6,76
Tom Barrass,2022,Round 6,60
Liam Duggan,2022,Round 6,60
Connor West,2022,Round 6,72
Jack Darling,2022,Round 6,72
Jackson Nelson,2022,Round 6,44
Xavier O'Neill,2022,Round 6,43
Jack Redden,2022,Round 6,47
Jake Waterman,2022,Round 6,57
Luke Strnadica,2022,Round 6,58
Jamie Cripps,2022,Round 6,54
Liam Ryan,2022,Round 6,50
Bailey Williams,2022,Round 6,56
Harry Edwards,2022,Round 6,46
Willie Rioli,2022,Round 6,25
Joshua Kennedy,2022,Round 6,30
Luke Foley,2022,Round 6,25
Zac Langdon,2022,Round 6,28
Elliot Yeo,2022,Round 6,18
Will Brodie,2022,Round 6,83
Andrew Brayshaw,2022,Round 6,116
Caleb Serong,2022,Round 6,66
Luke Ryan,2022,Round 6,98
David Mundy,2022,Round 6,84
Jordan Clark,2022,Round 6,92
Blake Acres,2022,Round 6,99
Sam Switkowski,2022,Round 6,71
Brennan Cox,2022,Round 6,78
Brandon Walker,2022,Round 6,63
Lachlan Schultz,2022,Round 6,120
Travis Colyer,2022,Round 6,52
Rory Lobb,2022,Round 6,93
Darcy Tucker,2022,Round 6,48
Nathan O'Driscoll,2022,Round 6,56
Griffin Logue,2022,Round 6,57
Sean Darcy,2022,Round 6,82
Matthew Taberner,2022,Round 6,53
James Aish,2022,Round 6,43
Michael Walters,2022,Round 6,60
Alex Pearce,2022,Round 6,29
Michael Frederick,2022,Round 6,2
Bailey Banfield,2022,Round 6,0
Sam Walsh,2022,Round 6,117
Sam Docherty,2022,Round 6,121
Patrick Cripps,2022,Round 6,123
Adam Cerra,2022,Round 6,107
George Hewett,2022,Round 6,115
Adam Saad,2022,Round 6,89
Nic Newman,2022,Round 6,79
Jacob Weitering,2022,Round 6,90
Lewis Young,2022,Round 6,88
Zachary Williams,2022,Round 6,62
Tom De Koning,2022,Round 6,85
Jack Newnes,2022,Round 6,54
Matt Cottrell,2022,Round 6,61
Jack Martin,2022,Round 6,53
Will Setterfield,2022,Round 6,43
Zac Fisher,2022,Round 6,39
Matt Owies,2022,Round 6,48
Luke Parks,2022,Round 6,35
Jordan Boyd,2022,Round 6,34
Charlie Curnow,2022,Round 6,60
Corey Durdin,2022,Round 6,28
Marc Pittonet,2022,Round 6,16
Harry McKay,2022,Round 6,23
Luke Davies-Uniacke,2022,Round 6,77
Luke McDonald,2022,Round 6,90
Jy Simpkin,2022,Round 6,89
Bailey Scott,2022,Round 6,73
Lachie Young,2022,Round 6,67
Jason Horne-Francis,2022,Round 6,67
Jack Mahony,2022,Round 6,53
Aidan Corr,2022,Round 6,55
Hugh Greenwood,2022,Round 6,68
Tarryn Thomas,2022,Round 6,51
Curtis Taylor,2022,Round 6,64
Todd Goldstein,2022,Round 6,49
Jack Ziebell,2022,Round 6,72
Ben McKay,2022,Round 6,65
Cameron Zurhaar,2022,Round 6,57
Tristan Xerri,2022,Round 6,61
Joshua Walker,2022,Round 6,45
Atu Bosenavulagi,2022,Round 6,35
Flynn Perez,2022,Round 6,46
Paul Curtis,2022,Round 6,57
Nick Larkey,2022,Round 6,26
Kayne Turner,2022,Round 6,34
Zach Tuohy,2022,Round 6,125
Cameron Guthrie,2022,Round 6,107
Isaac Smith,2022,Round 6,102
Joel Selwood,2022,Round 6,106
Thomas Stewart,2022,Round 6,96
Tom Atkins,2022,Round 6,80
Mitchell Duncan,2022,Round 6,83
Tyson Stengle,2022,Round 6,79
Shaun Higgins,2022,Round 6,84
Tom Hawkins,2022,Round 6,92
Bradley Close,2022,Round 6,64
Jeremy Cameron,2022,Round 6,118
Max Holmes,2022,Round 6,57
Ollie Dempsey,2022,Round 6,48
Sam De Koning,2022,Round 6,45
Rhys Stanley,2022,Round 6,92
Brandan Parfitt,2022,Round 6,67
Jake Kolodjashnij,2022,Round 6,64
Gryan Miers,2022,Round 6,54
Mark Blicavs,2022,Round 6,72
Mark O'Connor,2022,Round 6,50
Jed Bews,2022,Round 6,32
Noah Anderson,2022,Round 6,118
David Swallow,2022,Round 6,84
Touk Miller,2022,Round 6,111
Matt Rowell,2022,Round 6,79
Ben Ainsworth,2022,Round 6,112
Charlie Ballard,2022,Round 6,85
Lachlan Weller,2022,Round 6,74
Brandon Ellis,2022,Round 6,68
Samuel Collins,2022,Round 6,72
Izak Rankine,2022,Round 6,53
Oleg Markov,2022,Round 6,53
Nicholas Holman,2022,Round 6,65
Brayden Fiorini,2022,Round 6,61
Connor Budarick,2022,Round 6,58
Levi Casboult,2022,Round 6,57
Jarrod Witts,2022,Round 6,97
Alex Davies,2022,Round 6,41
Sean Lemmens,2022,Round 6,21
Wil Powell,2022,Round 6,33
Mabior Chol,2022,Round 6,28
Josh Corbett,2022,Round 6,11
Chris Burgess,2022,Round 6,25
Jarryd Lyons,2022,Round 6,128
Daniel Rich,2022,Round 6,93
Lachie Neale,2022,Round 6,96
Lincoln McCarthy,2022,Round 6,110
Hugh McCluggage,2022,Round 6,95
Cameron Rayner,2022,Round 6,83
Brandon Starcevich,2022,Round 6,63
Jarrod Berry,2022,Round 6,71
Zac Bailey,2022,Round 6,85
Keidean Coleman,2022,Round 6,83
Darcy Gardiner,2022,Round 6,48
Charlie Cameron,2022,Round 6,97
Harris Andrews,2022,Round 6,47
Noah Answerth,2022,Round 6,47
Dayne Zorko,2022,Round 6,56
Daniel McStay,2022,Round 6,47
Joe Daniher,2022,Round 6,42
Oscar McInerney,2022,Round 6,53
Darcy Fort,2022,Round 6,70
Callum Ah Chee,2022,Round 6,28
Marcus Adams,2022,Round 6,21
Jaxon Prior,2022,Round 6,22
Kai Lohmann,2022,Round 6,23
Nick Vlastuin,2022,Round 6,131
Jayden Short,2022,Round 6,127
Dion Prestia,2022,Round 6,104
Trent Cotchin,2022,Round 6,75
Nathan Broad,2022,Round 6,108
Toby Nankervis,2022,Round 6,111
Jack Graham,2022,Round 6,75
Jack Ross,2022,Round 6,59
Josh Gibcus,2022,Round 6,89
Daniel Rioli,2022,Round 6,73
Liam Baker,2022,Round 6,52
Kamdyn Mcintosh,2022,Round 6,57
Robbie Tarrant,2022,Round 6,38
Rhyan Mansell,2022,Round 6,58
Jack Riewoldt,2022,Round 6,69
Shai Bolton,2022,Round 6,37
Riley C-Dawkins,2022,Round 6,28
Shane Edwards,2022,Round 6,22
Jason Castagna,2022,Round 6,45
Thomson Dow,2022,Round 6,17
Tom Lynch,2022,Round 6,30
Noah Balta,2022,Round 6,19
Matthew Parker,2022,Round 6,17
Clayton Oliver,2022,Round 6,129
Ed Langdon,2022,Round 6,115
Alex Neal-Bullen,2022,Round 6,81
Angus Brayshaw,2022,Round 6,90
Christian Petracca,2022,Round 6,76
Tom Sparrow,2022,Round 6,95
Jake Bowey,2022,Round 6,92
Steven May,2022,Round 6,77
Max Gawn,2022,Round 6,119
James Jordon,2022,Round 6,64
Trent Rivers,2022,Round 6,84
Luke Dunstan,2022,Round 6,65
Harrison Petty,2022,Round 6,65
James Harmes,2022,Round 6,65
Ben Brown,2022,Round 6,42
Jayden Hunt,2022,Round 6,55
Charlie Spargo,2022,Round 6,59
Luke Jackson,2022,Round 6,44
Bayley Fritsch,2022,Round 6,61
Joel Smith,2022,Round 6,35
Kysaiah Pickett,2022,Round 6,40
Sam Weideman,2022,Round 6,40
Tom Mitchell,2022,Round 6,109
Jai Newcombe,2022,Round 6,92
Sam Frost,2022,Round 6,79
James Sicily,2022,Round 6,100
Jaeger O'Meara,2022,Round 6,93
Harry Morrison,2022,Round 6,68
Jack Scrimshaw,2022,Round 6,73
Dylan Moore,2022,Round 6,82
Will Day,2022,Round 6,67
Blake Hardwick,2022,Round 6,68
Conor Nash,2022,Round 6,59
Finn Maginness,2022,Round 6,71
Josh Ward,2022,Round 6,56
Chad Wingard,2022,Round 6,67
James Worpel,2022,Round 6,45
Jack Gunston,2022,Round 6,48
Denver Grainger-Barras,2022,Round 6,52
Connor MacDonald,2022,Round 6,34
Max Lynch,2022,Round 6,52
Jacob Koschitzke,2022,Round 6,45
Luke Breust,2022,Round 6,34
Jarman Impey,2022,Round 6,15
Callum Mills,2022,Round 6,162
Luke Parker,2022,Round 6,93
Chad Warner,2022,Round 6,108
Jake Lloyd,2022,Round 6,72
James Rowbottom,2022,Round 6,85
Justin McInerney,2022,Round 6,95
Errol Gulden,2022,Round 6,74
Peter Ladhams,2022,Round 6,107
Nick Blakey,2022,Round 6,74
Lance Franklin,2022,Round 6,93
Isaac Heeney,2022,Round 6,66
Ben Ronke,2022,Round 6,71
Will Hayward,2022,Round 6,83
Hayden McLean,2022,Round 6,63
Josh P. Kennedy,2022,Round 6,36
Harry Cunningham,2022,Round 6,50
Dane Rampe,2022,Round 6,28
Patrick McCartin,2022,Round 6,35
Braeden Campbell,2022,Round 6,29
Oliver Florent,2022,Round 6,54
Logan McDonald,2022,Round 6,48
James Bell,2022,Round 6,26
Tom McCartin,2022,Round 6,31
Darcy Parish,2022,Round 6,114
Zachary Merrett,2022,Round 6,115
Andrew McGrath,2022,Round 6,108
Dylan Shiel,2022,Round 6,90
Nicholas Martin,2022,Round 6,86
Mason Redman,2022,Round 6,77
Dyson Heppell,2022,Round 6,63
Jordan Ridley,2022,Round 6,71
Jye Caldwell,2022,Round 6,64
Sam Durham,2022,Round 6,73
Sam Draper,2022,Round 6,76
Archie Perkins,2022,Round 6,67
Nick Hind,2022,Round 6,48
Matt Guelfi,2022,Round 6,65
Jake Stringer,2022,Round 6,65
Jake Kelly,2022,Round 6,36
Alec Waterman,2022,Round 6,65
Brandon Zerk-Thatcher,2022,Round 6,37
Nikolas Cox,2022,Round 6,39
Ben Hobbs,2022,Round 6,46
Peter Wright,2022,Round 6,44
Jayden Laverde,2022,Round 6,28
Kaine Baldwin,2022,Round 6,26
Jordan De Goey,2022,Round 6,93
Scott Pendlebury,2022,Round 6,85
Jack Crisp,2022,Round 6,99
John Noble,2022,Round 6,86
Nick Daicos,2022,Round 6,77
Jeremy Howe,2022,Round 6,94
Josh Daicos,2022,Round 6,69
Will Hoskin-Elliott,2022,Round 6,67
Taylor Adams,2022,Round 6,76
Patrick Lipinski,2022,Round 6,59
Brodie Grundy,2022,Round 6,105
Brayden Maynard,2022,Round 6,76
Steele Sidebottom,2022,Round 6,64
Isaac Quaynor,2022,Round 6,78
Darcy Moore,2022,Round 6,52
Jack Ginnivan,2022,Round 6,79
Jack Madgen,2022,Round 6,40
Darcy Cameron,2022,Round 6,50
Brody Mihocek,2022,Round 6,58
Beau McCreery,2022,Round 6,36
Callum Brown,2022,Round 6,24
Reef McInnes,2022,Round 6,13
Nathan Kreuger,2022,Round 6,4
Luke Shuey,2022,Round 7,102
Liam Duggan,2022,Round 7,97
Jack Redden,2022,Round 7,124
Alex Witherden,2022,Round 7,97
Patrick Naish,2022,Round 7,94
Greg Clark,2022,Round 7,110
Tim Kelly,2022,Round 7,80
Connor West,2022,Round 7,69
Shannon Hurn,2022,Round 7,70
Sam Petrevski-Seton,2022,Round 7,61
Jack Darling,2022,Round 7,64
Andrew Gaff,2022,Round 7,47
Harry Edwards,2022,Round 7,53
Jamie Cripps,2022,Round 7,57
Jeremy McGovern,2022,Round 7,63
Jackson Nelson,2022,Round 7,39
Luke Strnadica,2022,Round 7,51
Xavier O'Neill,2022,Round 7,27
Joshua Kennedy,2022,Round 7,57
Willie Rioli,2022,Round 7,28
Hugh Dixon,2022,Round 7,32
Jake Waterman,2022,Round 7,33
Liam Ryan,2022,Round 7,27
Jayden Short,2022,Round 7,123
Shai Bolton,2022,Round 7,136
Nick Vlastuin,2022,Round 7,102
Daniel Rioli,2022,Round 7,85
Kane Lambert,2022,Round 7,78
Liam Baker,2022,Round 7,83
Kamdyn Mcintosh,2022,Round 7,79
Tom Lynch,2022,Round 7,146
Jason Castagna,2022,Round 7,87
Dion Prestia,2022,Round 7,66
Noah Balta,2022,Round 7,67
Riley C-Dawkins,2022,Round 7,57
Shane Edwards,2022,Round 7,59
Jack Graham,2022,Round 7,59
Toby Nankervis,2022,Round 7,82
Maurice Rioli,2022,Round 7,76
Josh Gibcus,2022,Round 7,64
Jack Riewoldt,2022,Round 7,74
Ivan Soldo,2022,Round 7,62
Dylan Grimes,2022,Round 7,31
Nathan Broad,2022,Round 7,27
Jack Ross,2022,Round 7,21
Sydney Stack,2022,Round 7,28
Thomas Stewart,2022,Round 7,157
Cameron Guthrie,2022,Round 7,100
Shaun Higgins,2022,Round 7,86
Bradley Close,2022,Round 7,72
Joel Selwood,2022,Round 7,63
Zach Tuohy,2022,Round 7,59
Mark Blicavs,2022,Round 7,116
Mitchell Duncan,2022,Round 7,69
Brandan Parfitt,2022,Round 7,75
Isaac Smith,2022,Round 7,71
Tom Atkins,2022,Round 7,81
Jeremy Cameron,2022,Round 7,48
Tyson Stengle,2022,Round 7,87
Jake Kolodjashnij,2022,Round 7,46
Mark O'Connor,2022,Round 7,40
Sam De Koning,2022,Round 7,51
Rhys Stanley,2022,Round 7,68
Gryan Miers,2022,Round 7,53
Tom Hawkins,2022,Round 7,56
Luke Dahlhaus,2022,Round 7,29
Jed Bews,2022,Round 7,24
Max Holmes,2022,Round 7,14
Ollie Dempsey,2022,Round 7,11
Andrew Brayshaw,2022,Round 7,83
Blake Acres,2022,Round 7,109
Caleb Serong,2022,Round 7,84
Jordan Clark,2022,Round 7,70
David Mundy,2022,Round 7,60
Luke Ryan,2022,Round 7,60
James Aish,2022,Round 7,77
Will Brodie,2022,Round 7,64
Sam Switkowski,2022,Round 7,73
Darcy Tucker,2022,Round 7,74
Nathan O'Driscoll,2022,Round 7,63
Rory Lobb,2022,Round 7,71
Lachlan Schultz,2022,Round 7,70
Travis Colyer,2022,Round 7,51
Griffin Logue,2022,Round 7,43
Michael Walters,2022,Round 7,69
Lloyd Meek,2022,Round 7,64
Alex Pearce,2022,Round 7,46
Brennan Cox,2022,Round 7,31
Michael Frederick,2022,Round 7,57
Brandon Walker,2022,Round 7,29
Josh Treacy,2022,Round 7,32
Rory Laird,2022,Round 7,118
Ben Keays,2022,Round 7,100
Matt Crouch,2022,Round 7,89
Jordan Dawson,2022,Round 7,106
Tom Doedee,2022,Round 7,61
Reilly O'Brien,2022,Round 7,79
Brodie Smith,2022,Round 7,66
Jackson Hately,2022,Round 7,59
Taylor Walker,2022,Round 7,68
Sam Berry,2022,Round 7,81
Brayden Cook,2022,Round 7,49
Billy Frampton,2022,Round 7,59
Lachlan Sholl,2022,Round 7,44
Luke Brown,2022,Round 7,49
Lachlan Murphy,2022,Round 7,63
Chayce Jones,2022,Round 7,54
Josh Rachele,2022,Round 7,43
Elliott Himmelberg,2022,Round 7,26
Jordon Butts,2022,Round 7,24
Harry Schoenberg,2022,Round 7,41
Shane McAdam,2022,Round 7,34
Ned McHenry,2022,Round 7,21
Lachlan Gollant,2022,Round 7,24
Joshua Kelly,2022,Round 7,134
Isaac Cumming,2022,Round 7,123
Tom Green,2022,Round 7,74
Lachlan Ash,2022,Round 7,77
Tim Taranto,2022,Round 7,94
Callan Ward,2022,Round 7,70
Harry Perryman,2022,Round 7,93
Stephen Coniglio,2022,Round 7,105
Connor Idun,2022,Round 7,72
Lachie Whitfield,2022,Round 7,99
Sam Taylor,2022,Round 7,79
Adam Kennedy,2022,Round 7,74
Jesse Hogan,2022,Round 7,111
Toby Greene,2022,Round 7,86
Finn Callaghan,2022,Round 7,51
Harrison Himmelberg,2022,Round 7,73
Cooper Hamilton,2022,Round 7,64
Nick Haynes,2022,Round 7,50
Ian Hill,2022,Round 7,47
Braydon Preuss,2022,Round 7,95
Matthew Flynn,2022,Round 7,50
Lachlan Keeffe,2022,Round 7,14
Clayton Oliver,2022,Round 7,126
Christian Petracca,2022,Round 7,111
Max Gawn,2022,Round 7,149
Angus Brayshaw,2022,Round 7,110
Jack Viney,2022,Round 7,91
Jake Bowey,2022,Round 7,69
Steven May,2022,Round 7,65
James Jordon,2022,Round 7,76
Trent Rivers,2022,Round 7,61
James Harmes,2022,Round 7,66
Tom McDonald,2022,Round 7,65
Jake Melksham,2022,Round 7,59
Luke Dunstan,2022,Round 7,52
Ben Brown,2022,Round 7,70
Jake Lever,2022,Round 7,51
Jayden Hunt,2022,Round 7,36
Ed Langdon,2022,Round 7,38
Bayley Fritsch,2022,Round 7,41
Toby Bedford,2022,Round 7,50
Charlie Spargo,2022,Round 7,42
Sam Weideman,2022,Round 7,46
Joel Smith,2022,Round 7,19
Kade Chandler,2022,Round 7,14
Dylan Moore,2022,Round 7,138
James Sicily,2022,Round 7,114
James Worpel,2022,Round 7,87
Jaeger O'Meara,2022,Round 7,92
Tom Mitchell,2022,Round 7,103
Jarman Impey,2022,Round 7,81
Jai Newcombe,2022,Round 7,80
Jack Scrimshaw,2022,Round 7,76
Will Day,2022,Round 7,72
Jack Gunston,2022,Round 7,54
Chad Wingard,2022,Round 7,65
Blake Hardwick,2022,Round 7,60
Finn Maginness,2022,Round 7,39
Sam Frost,2022,Round 7,50
Connor MacDonald,2022,Round 7,47
Liam Shiels,2022,Round 7,59
Luke Breust,2022,Round 7,48
Conor Nash,2022,Round 7,38
Jacob Koschitzke,2022,Round 7,61
Max Lynch,2022,Round 7,51
Lachlan Bramble,2022,Round 7,37
Jackson Callow,2022,Round 7,23
Daniel Howe,2022,Round 7,10
Sebastian Ross,2022,Round 7,111
Jack Steele,2022,Round 7,115
Brad Crouch,2022,Round 7,79
Mason Wood,2022,Round 7,71
Jack Sinclair,2022,Round 7,80
Jade Gresham,2022,Round 7,86
Bradley Hill,2022,Round 7,72
Jimmy Webster,2022,Round 7,67
Daniel McKenzie,2022,Round 7,71
Ben Paton,2022,Round 7,82
Nasiah Wanganeen-Milera,2022,Round 7,81
Josh Battle,2022,Round 7,49
Ben Long,2022,Round 7,63
Tim Membrey,2022,Round 7,51
Dougal Howard,2022,Round 7,52
Callum Wilkie,2022,Round 7,41
Marcus Windhager,2022,Round 7,43
Tom Campbell,2022,Round 7,47
Jack Higgins,2022,Round 7,52
Max King,2022,Round 7,50
Patrick Ryder,2022,Round 7,67
Daniel Butler,2022,Round 7,43
Oliver Wines,2022,Round 7,91
Ryan Burton,2022,Round 7,96
Karl Amon,2022,Round 7,80
Dan Houston,2022,Round 7,93
Zak Butters,2022,Round 7,74
Connor Rozee,2022,Round 7,74
Travis Boak,2022,Round 7,89
Riley Bonner,2022,Round 7,75
Trent Dumont,2022,Round 7,76
Sam Powell-Pepper,2022,Round 7,80
Darcy Byrne-Jones,2022,Round 7,66
Steven Motlop,2022,Round 7,58
Robbie Gray,2022,Round 7,72
Aliir Aliir,2022,Round 7,63
Kane Farrell,2022,Round 7,76
Willem Drew,2022,Round 7,52
Tom Clurey,2022,Round 7,28
Jeremy Finlayson,2022,Round 7,28
Thomas Jonas,2022,Round 7,51
Mitch Georgiades,2022,Round 7,27
Todd Marshall,2022,Round 7,37
Sam Hayes,2022,Round 7,43
Xavier Duursma,2022,Round 7,14
Patrick Cripps,2022,Round 7,125
Sam Docherty,2022,Round 7,100
Sam Walsh,2022,Round 7,97
Adam Cerra,2022,Round 7,89
Adam Saad,2022,Round 7,96
Matthew Kennedy,2022,Round 7,96
Jack Newnes,2022,Round 7,101
Zac Fisher,2022,Round 7,79
Jack Carroll,2022,Round 7,87
Nic Newman,2022,Round 7,74
Harry McKay,2022,Round 7,110
Lochie O'Brien,2022,Round 7,57
Lachlan Plowman,2022,Round 7,61
Jack Martin,2022,Round 7,75
Jack Silvagni,2022,Round 7,57
Charlie Curnow,2022,Round 7,75
Lewis Young,2022,Round 7,60
Corey Durdin,2022,Round 7,50
Jacob Weitering,2022,Round 7,37
Tom De Koning,2022,Round 7,64
Liam Stocker,2022,Round 7,21
Matt Owies,2022,Round 7,64
Matt Cottrell,2022,Round 7,14
Bailey Scott,2022,Round 7,90
Jy Simpkin,2022,Round 7,93
Jason Horne-Francis,2022,Round 7,52
Luke McDonald,2022,Round 7,76
Todd Goldstein,2022,Round 7,90
Kayne Turner,2022,Round 7,55
Luke Davies-Uniacke,2022,Round 7,63
Jaidyn Stephenson,2022,Round 7,63
Hugh Greenwood,2022,Round 7,70
Tarryn Thomas,2022,Round 7,61
Jack Ziebell,2022,Round 7,44
Nick Larkey,2022,Round 7,66
Callum Coleman-Jones,2022,Round 7,78
Flynn Perez,2022,Round 7,46
Paul Curtis,2022,Round 7,52
Cameron Zurhaar,2022,Round 7,67
Lachie Young,2022,Round 7,29
Joshua Walker,2022,Round 7,38
Jack Mahony,2022,Round 7,37
Aiden Bonar,2022,Round 7,30
Atu Bosenavulagi,2022,Round 7,27
Curtis Taylor,2022,Round 7,23
Miller Bergman,2022,Round 7,3
Patrick Lipinski,2022,Round 7,83
Jack Crisp,2022,Round 7,130
Scott Pendlebury,2022,Round 7,113
Taylor Adams,2022,Round 7,113
John Noble,2022,Round 7,72
Steele Sidebottom,2022,Round 7,77
Josh Daicos,2022,Round 7,73
Nick Daicos,2022,Round 7,59
Will Hoskin-Elliott,2022,Round 7,56
Darcy Cameron,2022,Round 7,107
Aiden Begg,2022,Round 7,64
Brayden Maynard,2022,Round 7,51
Isaac Quaynor,2022,Round 7,63
Darcy Moore,2022,Round 7,54
Callum Brown,2022,Round 7,48
Brody Mihocek,2022,Round 7,78
Jordan De Goey,2022,Round 7,56
Jack Ginnivan,2022,Round 7,70
Jeremy Howe,2022,Round 7,42
Beau McCreery,2022,Round 7,31
Tyler Brown,2022,Round 7,49
Jack Madgen,2022,Round 7,25
Touk Miller,2022,Round 7,140
Noah Anderson,2022,Round 7,113
Brandon Ellis,2022,Round 7,86
Matt Rowell,2022,Round 7,88
Jarrod Witts,2022,Round 7,103
Lachlan Weller,2022,Round 7,69
Brayden Fiorini,2022,Round 7,68
Ben Ainsworth,2022,Round 7,72
David Swallow,2022,Round 7,55
Sean Lemmens,2022,Round 7,63
Alex Davies,2022,Round 7,54
Levi Casboult,2022,Round 7,95
Mabior Chol,2022,Round 7,85
Jack Lukosius,2022,Round 7,57
Charlie Ballard,2022,Round 7,35
Samuel Collins,2022,Round 7,21
Izak Rankine,2022,Round 7,11
